epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
102,2825.62,0.67142,1.75851,0.36927,0.89486,0.96835,0.97938,0.98585,0.77018,0.92216,0.93708,0.93116,0.50354,0.77226,2.1598,0.37097,0.84069,0.000248612,0.000248612,0.000248612
103,2851.64,0.66986,1.75952,0.3657,0.89154,0.96991,0.97676,0.98609,0.77418,0.93372,0.94075,0.93992,0.50463,0.75781,2.18681,0.37267,0.83821,0.000244726,0.000244726,0.000244726
104,2877.8,0.66889,1.79314,0.36942,0.8959,0.97656,0.97629,0.98496,0.77565,0.93213,0.93321,0.9275,0.525,0.74404,2.15958,0.36937,0.83556,0.000240841,0.000240841,0.000240841
105,2907.92,0.66056,1.77515,0.36367,0.89142,0.98188,0.97764,0.98674,0.77756,0.94174,0.93493,0.93654,0.51799,0.74519,2.1385,0.36395,0.83679,0.000236959,0.000236959,0.000236959
106,2933.48,0.66175,1.7707,0.3713,0.89115,0.96333,0.97911,0.98449,0.77542,0.92471,0.92683,0.93401,0.51504,0.74089,2.18987,0.37662,0.8353,0.000233081,0.000233081,0.000233081
107,2958.86,0.67126,1.80887,0.37523,0.89563,0.97339,0.9735,0.98658,0.77558,0.92395,0.92488,0.92453,0.50392,0.75565,2.17957,0.37099,0.83789,0.000229208,0.000229208,0.000229208
108,2985.2,0.658,1.75224,0.36244,0.88564,0.97506,0.98143,0.98596,0.77692,0.93136,0.92861,0.92503,0.51472,0.7526,2.15563,0.36638,0.83435,0.000225341,0.000225341,0.000225341
109,3010.75,0.67015,1.74146,0.36834,0.8903,0.97737,0.97978,0.98621,0.77453,0.93366,0.92854,0.92406,0.50906,0.75138,2.15166,0.36416,0.83595,0.00022148,0.00022148,0.00022148
110,3036.07,0.6658,1.71453,0.36407,0.8909,0.97018,0.97829,0.98568,0.77769,0.92505,0.92622,0.92558,0.50813,0.74992,2.15817,0.36539,0.83379,0.000217627,0.000217627,0.000217627
111,3062.12,0.65699,1.72665,0.36169,0.89096,0.97197,0.97502,0.98654,0.77563,0.91909,0.92322,0.92415,0.50706,0.75545,2.20873,0.36874,0.83932,0.000213782,0.000213782,0.000213782
112,3088.19,0.65224,1.71918,0.35649,0.88697,0.97795,0.97843,0.98568,0.77384,0.92975,0.92919,0.92441,0.51459,0.74693,2.18547,0.36191,0.8353,0.000209948,0.000209948,0.000209948
113,3114.28,0.64568,1.71903,0.35344,0.88769,0.97946,0.98178,0.98571,0.78203,0.92556,0.92774,0.92118,0.51845,0.73919,2.15644,0.35651,0.83608,0.000206123,0.000206123,0.000206123
114,3140.85,0.64512,1.697,0.35297,0.88835,0.96618,0.97473,0.9855,0.77959,0.92842,0.91703,0.92198,0.50924,0.74984,2.17274,0.366,0.83694,0.00020231,0.00020231,0.00020231
115,3167.38,0.65526,1.70346,0.35807,0.88946,0.96945,0.97365,0.9861,0.77926,0.92205,0.92759,0.9284,0.52065,0.74292,2.17372,0.38005,0.83446,0.00019851,0.00019851,0.00019851
116,3194.41,0.638,1.66408,0.34946,0.885,0.97378,0.98232,0.9861,0.78335,0.93257,0.92817,0.93053,0.53173,0.73591,2.12596,0.35707,0.83395,0.000194722,0.000194722,0.000194722
117,3224.54,0.63125,1.6847,0.34246,0.8792,0.97785,0.9744,0.98573,0.77618,0.92088,0.92341,0.92352,0.51475,0.74738,2.20468,0.36286,0.83516,0.000190949,0.000190949,0.000190949
118,3251.7,0.64522,1.7161,0.35171,0.88469,0.96474,0.97928,0.98577,0.77899,0.91316,0.92935,0.92768,0.51665,0.74633,2.18596,0.37361,0.83542,0.000187191,0.000187191,0.000187191
119,3279.09,0.65103,1.6952,0.35576,0.88932,0.97855,0.97581,0.98389,0.76927,0.92772,0.9253,0.92078,0.5087,0.75887,2.18499,0.36831,0.83913,0.00018345,0.00018345,0.00018345
120,3305.8,0.64159,1.66373,0.34881,0.88313,0.97525,0.97473,0.98677,0.78304,0.92078,0.91689,0.91522,0.51657,0.73136,2.21639,0.35933,0.83358,0.000179725,0.000179725,0.000179725
121,3332.58,0.6518,1.69549,0.35442,0.88879,0.97692,0.97047,0.98506,0.77865,0.92864,0.91755,0.92215,0.5219,0.74707,2.21025,0.36563,0.83376,0.000176018,0.000176018,0.000176018
122,3358.89,0.63753,1.66928,0.3467,0.88058,0.9765,0.97478,0.98764,0.78486,0.92542,0.92445,0.92766,0.51479,0.7309,2.17824,0.35831,0.83202,0.00017233,0.00017233,0.00017233
123,3384.82,0.63636,1.66958,0.34737,0.89074,0.97674,0.97845,0.98518,0.78222,0.92755,0.9306,0.92495,0.51912,0.73772,2.15803,0.3594,0.83548,0.000168662,0.000168662,0.000168662
124,3411.22,0.63886,1.6768,0.34424,0.88268,0.97659,0.97676,0.98778,0.78399,0.92291,0.92401,0.92601,0.52559,0.73761,2.13808,0.35707,0.83471,0.000165015,0.000165015,0.000165015
