epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,4867.32,0.64103,1.76225,0.36675,0.87019,0.97156,0.96941,0.9849,0.77862,0.92651,0.92284,0.9282,0.50934,0.76415,2.29012,0.40606,0.84489,0.000190924,0.000190924,0.000190924
76,4934.53,0.63284,1.77688,0.36245,0.87081,0.95895,0.97633,0.9845,0.77637,0.91469,0.93357,0.94114,0.51363,0.76286,2.26279,0.40069,0.84473,0.000183855,0.000183855,0.000183855
77,5002.26,0.63374,1.77568,0.36302,0.86859,0.97474,0.97238,0.98329,0.77346,0.93266,0.9298,0.93631,0.51032,0.77384,2.28888,0.40055,0.85039,0.000176786,0.000176786,0.000176786
78,5078.61,0.61679,1.71295,0.35544,0.86785,0.97193,0.97617,0.98404,0.78108,0.9212,0.92565,0.92807,0.50465,0.7635,2.31928,0.39211,0.84469,0.000169718,0.000169718,0.000169718
79,5154.25,0.62911,1.69198,0.35043,0.86464,0.97494,0.97599,0.98496,0.78011,0.92928,0.9277,0.92936,0.50406,0.76663,2.35425,0.39591,0.8483,0.000162649,0.000162649,0.000162649
80,5229.53,0.61144,1.68101,0.35372,0.86506,0.97419,0.97602,0.98577,0.7798,0.93122,0.92982,0.9402,0.50704,0.76184,2.3725,0.3893,0.84583,0.000155581,0.000155581,0.000155581
81,5306.31,0.61053,1.68687,0.34782,0.85965,0.9768,0.97271,0.98498,0.78498,0.93445,0.93111,0.93879,0.51505,0.75744,2.33014,0.3826,0.84628,0.000148512,0.000148512,0.000148512
82,5385.69,0.62081,1.69967,0.34435,0.87051,0.97347,0.97703,0.98428,0.78505,0.92955,0.93344,0.93519,0.5091,0.76248,2.36613,0.38366,0.84733,0.000141443,0.000141443,0.000141443
83,5461.17,0.60428,1.68137,0.34037,0.86214,0.9691,0.98048,0.98563,0.78464,0.92756,0.93826,0.93981,0.51185,0.75274,2.36462,0.38731,0.84429,0.000134375,0.000134375,0.000134375
84,5535.83,0.61254,1.68122,0.34817,0.86728,0.97592,0.97685,0.98575,0.78327,0.93336,0.93465,0.94169,0.51846,0.76106,2.30624,0.39241,0.84637,0.000127306,0.000127306,0.000127306
85,5614.61,0.61744,1.70472,0.34539,0.86485,0.97067,0.98179,0.98566,0.78839,0.92026,0.93014,0.9304,0.50598,0.75058,2.37901,0.38868,0.84505,0.000120238,0.000120238,0.000120238
86,5690.63,0.62007,1.64247,0.35238,0.86071,0.97064,0.98232,0.98612,0.784,0.92004,0.93124,0.9263,0.50064,0.75127,2.40614,0.38061,0.84349,0.000113169,0.000113169,0.000113169
87,5766.5,0.61081,1.63952,0.34054,0.86584,0.97346,0.9817,0.98654,0.78342,0.92456,0.93287,0.93069,0.50829,0.76172,2.3988,0.38192,0.84551,0.0001061,0.0001061,0.0001061
88,5842.37,0.60916,1.65918,0.33985,0.86204,0.97271,0.98132,0.98703,0.78559,0.9205,0.92901,0.93026,0.50662,0.76006,2.31036,0.38553,0.84579,9.90318e-05,9.90318e-05,9.90318e-05
89,5918.83,0.60339,1.6458,0.34981,0.86353,0.97672,0.97885,0.98745,0.78502,0.92384,0.92616,0.93124,0.51026,0.75646,2.36882,0.38788,0.84263,9.19632e-05,9.19632e-05,9.19632e-05
90,5994.82,0.60874,1.59421,0.34464,0.86762,0.97044,0.97581,0.98641,0.78847,0.92152,0.92659,0.93051,0.51527,0.7473,2.40048,0.38542,0.84202,8.48946e-05,8.48946e-05,8.48946e-05
91,6074.04,0.61985,1.55477,0.31845,0.83267,0.97267,0.9692,0.98565,0.78353,0.92154,0.90789,0.92783,0.49999,0.76198,2.45016,0.39345,0.84579,7.7826e-05,7.7826e-05,7.7826e-05
92,6150.71,0.61667,1.52317,0.31242,0.8303,0.97428,0.97071,0.98587,0.78609,0.92978,0.91706,0.93191,0.50628,0.75441,2.43122,0.38516,0.84361,7.07574e-05,7.07574e-05,7.07574e-05
93,6226.16,0.62014,1.50681,0.31365,0.83495,0.97897,0.97545,0.98677,0.78761,0.92947,0.92904,0.93356,0.50669,0.75267,2.42287,0.38263,0.84416,6.36888e-05,6.36888e-05,6.36888e-05
94,6302.22,0.60081,1.49636,0.30471,0.82654,0.97416,0.97436,0.98623,0.78486,0.92303,0.92759,0.93735,0.50438,0.75093,2.47051,0.3891,0.84431,5.66202e-05,5.66202e-05,5.66202e-05
95,6379.3,0.60187,1.46838,0.3048,0.8317,0.97301,0.97325,0.9853,0.78503,0.91912,0.92155,0.92754,0.50738,0.74539,2.47003,0.3833,0.84287,4.95516e-05,4.95516e-05,4.95516e-05
96,6455.48,0.60611,1.50947,0.30349,0.83015,0.97977,0.97249,0.98598,0.78737,0.92516,0.92854,0.93524,0.50816,0.7458,2.46532,0.3762,0.84222,4.2483e-05,4.2483e-05,4.2483e-05
97,6531.54,0.58853,1.43938,0.29869,0.82572,0.97821,0.97525,0.98658,0.79011,0.92735,0.92636,0.93252,0.50814,0.74461,2.40113,0.3695,0.83996,3.54144e-05,3.54144e-05,3.54144e-05
98,6608,0.59243,1.42192,0.29866,0.82717,0.97415,0.97386,0.98605,0.78885,0.92439,0.92606,0.93331,0.50725,0.74649,2.46789,0.37609,0.84242,2.83458e-05,2.83458e-05,2.83458e-05
99,6684.64,0.58996,1.43783,0.29907,0.82697,0.97355,0.97619,0.98519,0.78689,0.92228,0.92712,0.93067,0.50629,0.74754,2.46755,0.37905,0.84348,2.12772e-05,2.12772e-05,2.12772e-05
100,6761.2,0.59034,1.43551,0.29688,0.82669,0.97427,0.97927,0.98496,0.78906,0.92761,0.93311,0.93493,0.51237,0.74151,2.48145,0.37668,0.84227,1.42086e-05,1.42086e-05,1.42086e-05
